id,payment ,firstName ,lastName ,frequency_of_arrival ,phoneNumber ,product ,reliability ,quantity ,gender 
765,8418,Pernell,Gergolet,Monthly,537-440-9958,equipment,0,123,Male
766,14718,Evey,Cowitz,Once,674-860-6029,food,1,83,Male
767,12843,Wilbert,Clint,Seldom,241-218-8204,food,0,938,Female
768,7725,Coral,Sherebrooke,Never,613-287-3537,food,0,843,Female
769,13579,Lucinda,Blakes,Daily,814-760-9053,equipment,0,1,Male
770,13176,Dorothee,Saffer,Never,503-768-0623,equipment,0,484,Male
771,19709,Judy,Volage,Seldom,553-283-1774,equipment,0,953,Male
772,17124,Michaelina,Garralts,Daily,506-355-2236,food,1,5,Female
773,10750,Rebekkah,Le Breton De La Vieuville,Monthly,605-435-6252,food,1,661,Female
774,5669,Cristy,Cadreman,Once,157-576-2298,equipment,1,219,Female
775,10217,Christyna,Boldison,Often,855-811-7477,equipment,1,773,Male
776,5359,Bryon,Cerro,Once,660-845-4212,equipment,0,199,Female
777,15149,Gael,Menaul,Weekly,816-514-5873,equipment,0,804,Male
778,13843,Hill,Carnall,Monthly,298-128-2277,food,0,840,Female
779,11897,Annabella,Jenman,Often,306-681-9569,food,0,547,Male
780,19106,Thorn,Balcock,Daily,420-926-0565,food,1,818,Male
781,16934,Minna,Shepton,Weekly,483-991-9130,food,0,168,Male
782,14826,Arlene,McGiffie,Often,561-921-0207,equipment,1,329,Female
783,7286,Scarlett,Yakuntzov,Yearly,866-256-3145,food,0,515,Male
784,5826,Weider,Pressdee,Weekly,119-324-1295,equipment,1,864,Female
785,11211,Gregorius,Critch,Daily,741-690-1605,food,0,716,Male
786,10314,Karlene,Pimlock,Once,320-283-7473,food,0,856,Male
787,6368,Silvain,Suttie,Yearly,134-585-4252,food,1,294,Male
788,19808,Ferrel,Fettes,Seldom,169-548-0209,equipment,0,637,Female
789,16097,Claudina,Serotsky,Often,344-975-9723,equipment,1,186,Male
790,6155,Gregoire,Blackall,Often,509-990-3366,equipment,0,834,Female
791,8454,Thorndike,Sorsby,Daily,160-338-9512,food,1,512,Female
792,6303,Zenia,Stainton,Yearly,853-745-0679,food,1,510,Female
793,7769,Lita,Ledingham,Yearly,806-990-9921,food,0,704,Male
794,16912,Redd,Pavluk,Often,490-227-8439,equipment,1,146,Male
795,16969,Porty,Maystone,Often,237-812-9482,food,1,317,Female
796,19347,Corie,Pietzner,Monthly,778-933-0422,food,0,680,Female
797,8614,Nicki,Sizeland,Monthly,256-553-2097,food,1,127,Female
798,19701,Vere,Sanpher,Daily,330-797-7820,equipment,0,86,Female
799,15496,Adriena,Decourt,Yearly,233-451-8964,food,1,720,Female
800,5728,Garald,Landrieu,Seldom,919-655-2843,food,0,982,Female
801,15227,Randal,Roach,Weekly,467-922-7501,equipment,0,615,Female
802,7953,Jarib,Gilburt,Seldom,895-901-4026,food,1,29,Male
803,15196,Taber,Edgley,Monthly,309-157-7624,equipment,0,929,Female
804,19507,Lianne,Busk,Monthly,837-629-0784,food,1,725,Female
805,5180,Nap,Spearett,Often,667-928-7118,food,1,855,Female
806,7137,Tammara,Ruppele,Seldom,667-137-3064,equipment,1,497,Male
807,6480,Sherie,Yusupov,Monthly,206-361-8131,food,0,179,Female
808,6731,Ellie,Kellough,Weekly,970-909-0315,equipment,0,630,Female
809,8962,Cookie,Wilse,Seldom,925-535-1453,food,1,820,Female
810,5466,Stanton,Heynen,Once,356-199-5766,equipment,0,699,Female
811,9350,Othilie,Francescuccio,Often,652-151-6773,equipment,0,886,Male
812,8397,Patten,Backshaw,Daily,441-699-3134,food,1,801,Male
813,11009,Tabbie,Hatfull,Monthly,746-249-4245,equipment,1,782,Female
814,5237,Yoko,Baccus,Often,460-235-6342,food,0,689,Female
815,15904,Hy,Carvil,Monthly,753-871-1939,food,1,816,Male
816,11291,Sylvan,Vatini,Monthly,302-134-6584,equipment,0,506,Female
817,13037,Aguste,Rylands,Once,887-820-3453,equipment,1,73,Male
818,7113,Maribel,Malam,Seldom,935-357-1840,equipment,1,303,Male
819,14440,Aristotle,Benedicte,Often,669-184-1809,food,1,778,Female
820,15278,Ray,Colicot,Often,585-315-0127,equipment,0,743,Male
821,5404,Janith,MacCague,Daily,678-433-6465,equipment,1,86,Male
822,17680,Wallas,Normant,Often,304-317-8072,equipment,1,132,Male
823,6352,Perri,Hazleton,Seldom,519-272-4455,equipment,1,383,Male
824,10953,Nealon,Oram,Weekly,879-160-6998,equipment,1,602,Female
825,10806,Jerrylee,Glancey,Never,736-948-4347,equipment,0,542,Male
826,5283,Hewett,Gravells,Weekly,898-480-1959,equipment,0,213,Male
827,8901,Jorry,Christie,Weekly,861-991-9725,equipment,1,834,Male
828,9921,Tracie,Piffe,Once,617-817-4197,food,0,278,Male
829,5006,Coralie,Jacson,Often,848-596-0579,equipment,1,645,Female
830,15120,Mireille,Matteucci,Weekly,821-685-1570,food,1,812,Female
831,15785,Caritta,O'Cannon,Yearly,334-560-1892,food,0,260,Male
832,6513,Allison,Patemore,Yearly,455-338-5656,equipment,0,210,Male
833,5857,Maddie,Blackford,Monthly,118-860-4796,food,0,92,Female
834,14848,Dewie,Burroughes,Seldom,318-779-7149,equipment,1,509,Male
835,17325,Doris,Henworth,Often,555-754-5371,food,0,430,Male
836,9068,Brnaby,Keemer,Monthly,479-537-8159,equipment,0,326,Male
837,10579,Glenda,Brideaux,Yearly,383-165-7422,food,0,47,Male
838,8408,Winn,Keese,Once,797-776-1865,food,1,383,Male
839,12683,Fifi,Laxon,Monthly,706-462-7772,food,0,867,Male
840,14976,Delora,Wellbank,Weekly,419-279-2453,equipment,0,412,Female
841,12461,Jocelyn,Wathall,Once,288-438-7626,food,1,758,Male
842,8653,Teresa,Bannard,Monthly,823-151-4714,food,0,838,Female
843,13665,Cindy,Shapter,Never,247-241-3825,food,1,51,Female
844,13268,Nelly,Stodd,Never,891-266-9544,equipment,0,291,Female
845,18008,Correy,Cresar,Daily,276-117-5823,food,0,333,Male
846,19392,Rufus,Simonsson,Weekly,952-206-8344,food,0,283,Male
847,11664,Codee,Ferronet,Monthly,793-204-6085,equipment,0,191,Male
848,14585,Essy,Pelling,Yearly,891-251-7493,equipment,1,506,Male
849,12776,Mohammed,Egiloff,Often,918-405-3036,equipment,0,693,Female
850,17363,Sara-ann,Savidge,Daily,777-172-1330,food,1,99,Female
851,10878,Joelynn,Shedd,Often,406-977-8908,food,1,806,Male
852,16246,Addi,Follos,Seldom,614-760-4605,food,1,790,Female
853,16350,Court,Henkens,Often,952-878-2314,food,1,900,Male
854,19600,Annadiana,Welfair,Daily,201-360-3074,equipment,0,224,Female
855,5761,Maryellen,Lorkins,Often,439-908-5844,food,0,837,Male
856,5055,Abba,Bolzen,Once,355-638-0287,equipment,0,934,Female
857,10593,Patrizio,Copcote,Yearly,852-943-2491,equipment,0,296,Male
858,19042,Joe,Impson,Yearly,696-135-9855,equipment,1,981,Male
859,14825,Prescott,Barringer,Once,205-925-6753,equipment,1,74,Female
860,10280,Kayla,Riggs,Never,723-102-6157,equipment,1,712,Male
861,8849,Allsun,Cant,Often,583-985-9884,food,0,145,Male
862,12103,Kippie,Humphris,Often,792-131-1105,food,1,628,Male
863,16898,Philip,Tweed,Daily,761-294-3453,food,0,174,Female
864,17068,Stella,Norsister,Weekly,313-623-0239,equipment,1,903,Male
865,11972,Tonnie,Stimpson,Once,230-873-5124,food,1,151,Male
866,19928,Tabatha,MacCague,Weekly,233-955-0503,equipment,0,74,Female
867,6107,Sarina,Treadgall,Once,915-421-6249,food,1,299,Female
868,5447,Barbe,Regglar,Seldom,605-849-6880,equipment,0,357,Female
869,15616,Steffen,Jedraszek,Monthly,518-843-5861,food,1,869,Male
870,12237,Montgomery,Eshelby,Monthly,475-918-9244,equipment,1,276,Female
871,9924,Burnaby,Nockles,Daily,876-594-8297,equipment,1,174,Female
872,15813,Horatia,Lunn,Daily,520-982-4525,food,1,184,Male
873,15343,Silvan,Batchelour,Daily,177-965-7754,food,0,934,Male
874,6529,Verne,de Grey,Yearly,778-373-5304,food,1,445,Female
875,14194,Leonardo,Girtin,Often,200-939-0273,equipment,0,477,Female
876,14313,Loren,Horrod,Weekly,226-972-2794,equipment,0,107,Female
877,15289,See,Schruurs,Monthly,276-247-8888,equipment,1,793,Female
878,7186,Aluino,Butner,Never,301-396-1908,equipment,0,207,Male
879,14578,Cello,Haggleton,Never,905-240-9794,food,0,563,Female
880,6130,Lilith,Chinnery,Once,415-794-2602,equipment,0,40,Female
881,12425,Daphne,Tuison,Never,989-232-4819,equipment,0,996,Male
882,11925,Brian,Calcut,Often,474-468-8678,food,1,962,Male
883,9577,Nelie,Airlie,Weekly,617-383-6615,food,0,441,Male
884,10768,Nicolas,Strut,Daily,558-309-3444,food,1,826,Male
885,11538,Currie,Rediers,Monthly,425-418-2609,equipment,0,289,Female
886,13949,Johnna,Lukasik,Weekly,387-211-8468,food,0,677,Male
887,15291,Olivie,Jeandin,Yearly,857-980-7015,food,0,994,Male
888,5260,Jemmie,Hilland,Weekly,964-192-9278,food,1,376,Female
889,16930,Antone,Snelgar,Once,213-894-1306,equipment,1,710,Female
890,15411,Morgana,Calderon,Seldom,843-807-2462,food,1,685,Female
891,11934,Delmor,Zorzi,Once,506-242-0630,equipment,0,888,Female
892,7705,Berny,Aylesbury,Often,615-258-6305,equipment,1,290,Female
893,16350,Kirbie,Balasin,Daily,664-513-3211,food,0,98,Female
894,7638,Isidora,Apperley,Weekly,219-864-0866,equipment,0,736,Male
895,8525,Gloria,McGrotty,Weekly,283-214-4147,equipment,0,558,Female
896,7688,Felecia,Aldin,Often,817-150-7343,equipment,1,184,Male
897,10339,Sarine,Scapens,Never,626-947-1991,food,0,659,Male
898,16956,Mahmoud,Tuffrey,Daily,316-487-8452,equipment,1,906,Male
899,15930,Kira,Vivash,Yearly,845-384-3717,equipment,0,855,Female
900,8063,Julissa,McElvine,Never,647-321-8803,food,1,919,Male
901,10291,Devora,Galgey,Weekly,944-576-3174,food,1,781,Male
902,9053,Irvine,Vannoort,Yearly,499-567-0752,equipment,0,354,Female
903,7214,Dore,MacVanamy,Yearly,967-751-2058,equipment,1,825,Female
904,8479,Bonny,Shaudfurth,Weekly,510-260-1558,food,0,767,Male
905,9983,Holly-anne,Evesque,Seldom,402-314-1113,food,1,566,Male
906,15467,Juditha,Eastman,Monthly,407-817-5167,food,0,105,Male
907,14611,Augustus,Gable,Seldom,214-797-6015,food,0,951,Female
908,9696,Corinna,Pothbury,Never,611-348-7130,equipment,1,687,Male
909,8128,Bobbie,Mander,Daily,540-569-1382,equipment,0,474,Male
910,9135,Zabrina,Verrier,Yearly,580-423-9253,equipment,1,2,Male
911,14308,Beverley,Sparke,Seldom,583-753-7819,food,0,753,Female
912,5729,Kinna,Bruntjen,Once,762-213-9600,food,0,530,Female
913,13961,Melitta,Beretta,Yearly,661-918-3060,equipment,1,519,Female
914,15431,Gregorio,Furmenger,Yearly,889-385-4153,food,0,996,Male
915,15167,Cecil,Ganniclifft,Seldom,899-429-5509,equipment,0,740,Female
916,9000,Ellene,McPake,Never,206-316-4438,equipment,1,998,Male
917,10831,Rena,Bembrigg,Never,403-224-2543,food,1,273,Female
918,5011,Llewellyn,Chesswas,Once,578-785-0844,food,1,276,Female
919,19039,Violetta,Boutton,Yearly,293-143-0958,equipment,0,249,Male
920,14081,Lindsey,Storms,Weekly,808-317-3295,equipment,0,505,Male
921,15121,Kaleb,Conn,Seldom,255-292-6111,food,0,481,Male
922,14237,Guntar,Camus,Never,923-625-8808,food,0,954,Female
923,13338,Holmes,Birdwhistell,Daily,644-876-7012,equipment,1,695,Male
924,16690,Harman,Dibden,Monthly,471-135-2237,equipment,0,25,Female
925,9185,Darwin,Quantick,Once,685-528-4994,food,0,745,Female
926,12677,Olivette,Dressell,Often,489-692-0744,food,1,619,Female
927,10631,Correy,Sainthill,Seldom,186-123-5705,equipment,1,471,Male
928,7064,Lenci,Yanyushkin,Never,236-475-7518,equipment,0,417,Female
929,12331,Meredithe,Odd,Seldom,918-446-0548,food,1,317,Male
930,10185,Carrie,Klimko,Yearly,329-365-5303,equipment,1,950,Male
931,12820,Chet,Youle,Monthly,824-761-9222,equipment,0,770,Female
932,5888,Karalee,McKeighen,Seldom,261-205-8364,equipment,0,979,Female
933,6475,Tiffani,Lloyd-Williams,Once,623-128-0386,equipment,1,768,Male
934,14042,Wendi,Wheeldon,Monthly,926-997-5804,equipment,0,487,Male
935,14573,Nadiya,Kelsell,Yearly,912-174-3775,equipment,0,963,Female
936,18774,Winny,Yeiles,Monthly,336-115-6661,food,1,75,Male
937,8183,Hayley,Ashforth,Seldom,168-286-3857,food,0,602,Male
938,16799,Hedy,Vineall,Daily,975-568-6993,food,1,911,Female
939,12942,Bradly,Gyves,Seldom,691-137-1855,equipment,1,579,Male
940,16461,Viv,Tewkesbury.,Yearly,894-443-8542,equipment,0,18,Female
941,5983,Hubey,Tewes,Often,305-899-6818,equipment,0,356,Male
942,6929,Melba,Rotherham,Seldom,260-760-9085,equipment,0,823,Male
943,10588,Leonerd,Pohls,Yearly,184-189-4583,food,1,381,Male
944,14486,Uriah,Mugridge,Weekly,924-332-7835,food,0,317,Male
945,14582,Blane,Abatelli,Often,234-783-8471,food,0,840,Male
946,11858,Traci,Yve,Never,344-180-3330,equipment,0,421,Male
947,17896,Carrol,Mattheeuw,Weekly,741-359-3434,equipment,0,89,Male
948,15028,Alwyn,Sofe,Yearly,701-611-3698,equipment,1,510,Male
949,10765,Elyn,Andraud,Seldom,457-921-2421,food,1,84,Female
950,6873,Carrie,McVitty,Once,801-970-5503,food,0,974,Male
951,13034,Paxton,Layfield,Often,186-946-7285,food,0,436,Male
952,16411,Nicky,Ginley,Monthly,879-713-3930,equipment,0,344,Female
953,7206,Wilburt,Downes,Often,787-819-4961,equipment,0,24,Male
954,17763,Aloise,Donoher,Yearly,731-886-0496,equipment,1,4,Female
955,7066,Courtnay,Wormleighton,Daily,838-727-5335,equipment,0,522,Male
956,8647,Allyson,Preddy,Yearly,517-507-4724,equipment,1,146,Male
957,11199,York,Carillo,Often,956-177-1184,food,1,108,Male
958,7402,Chevalier,Spurgeon,Daily,333-273-1368,equipment,0,899,Female
959,16960,Phebe,O'Dunneen,Yearly,777-179-7242,food,1,591,Female
960,9416,Korrie,Billie,Never,168-490-6461,equipment,0,415,Male
961,8532,Finley,Petrelluzzi,Often,499-375-3407,equipment,1,517,Male
962,9359,Bendite,Seamer,Weekly,208-424-9695,equipment,1,121,Male
963,13958,Irwin,Bartzen,Yearly,673-524-4887,equipment,1,593,Female
964,7276,Hanny,Falco,Daily,795-971-7944,equipment,0,218,Male
965,19351,Jaquenetta,Waghorn,Weekly,619-963-3017,equipment,1,799,Female
966,17506,Corinna,Chrystal,Often,780-692-0808,food,0,342,Female
967,13555,Arly,Valentine,Often,172-615-5124,equipment,0,62,Female
968,18785,Sax,Myatt,Never,330-256-3874,equipment,1,444,Female
969,8261,Dalt,Divall,Weekly,712-439-5261,equipment,1,786,Female
970,13812,Agathe,Petrulis,Often,335-114-0212,equipment,1,179,Female
971,10132,Quent,Saiger,Monthly,483-826-2939,food,1,719,Male
972,11680,Hollie,Scanterbury,Seldom,344-151-2164,food,1,975,Female
973,18902,Kermy,Nelane,Never,655-749-2448,food,1,83,Female
974,19784,Lorry,Sparks,Daily,132-527-3285,equipment,0,442,Male
975,15902,Sheryl,Bonhill,Monthly,286-614-7031,equipment,0,992,Female
976,5546,Jenn,Spittal,Seldom,323-346-1850,food,0,568,Female
977,12109,Becca,Brabbs,Daily,404-796-4940,food,0,329,Female
978,18903,Jamima,Capon,Yearly,758-580-3628,equipment,0,848,Female
979,6483,Jerrome,Oakden,Monthly,215-657-3951,equipment,1,309,Female
980,7966,Babbette,Sheringham,Daily,119-987-9936,equipment,1,516,Female
981,19004,Hyacinthie,Crickmer,Once,551-540-5849,food,1,618,Female
982,10512,Romeo,Tripcony,Never,630-412-6000,food,1,66,Female
983,9103,Mikey,Leyshon,Seldom,770-372-8780,equipment,0,181,Male
984,6910,Gerhardine,Challes,Weekly,606-635-0624,equipment,1,1,Male
985,18110,Catherin,Mapham,Yearly,986-612-4538,food,1,433,Male
986,14386,Frans,Easterfield,Seldom,518-593-9850,food,1,707,Male
987,6896,Lela,Abrahmer,Never,727-542-9436,food,1,616,Male
988,18708,Octavius,Smoote,Daily,535-503-2852,food,0,452,Male
989,14238,Casie,Ordish,Often,511-849-3996,equipment,0,757,Female
990,17949,Cletus,Hallet,Never,971-603-3578,food,1,386,Female
991,18929,Rahel,Verheijden,Often,127-582-8965,food,1,537,Male
992,16794,Nissie,Neles,Seldom,310-249-7793,food,0,11,Male
993,8391,Daron,McKeon,Often,592-760-3385,food,0,236,Male
994,18611,Rodrique,Romei,Often,396-785-9806,food,0,16,Male
995,8447,Essa,Lukash,Often,472-633-8901,equipment,0,103,Male
996,17270,Maggie,Graveson,Weekly,215-606-6022,equipment,0,977,Male
997,13181,Cesare,Pynn,Weekly,213-936-2842,equipment,0,127,Male
998,7379,Amanda,Livesay,Daily,155-629-5512,equipment,0,834,Male
999,17051,Berti,Rose,Monthly,830-898-7376,food,0,30,Female
1000,16640,Yank,Mixer,Often,463-765-0460,equipment,1,90,Male
